,tweet,sentiment
8960,look like you be up and run for the day still ca not get through on the phone can you follow so i can dm you my info,0
8961,any chance you could help rebok ? ? my flight cancelled flightled,0
8962,currently on ua862 20 minute of the bad turbulence i 've ever ee_teaseerienced and zero communication from the flight deck,0
8963,we should be land at ric right now but have not even left atl should have picked delta maybe ?,0
8964,thank you just sent msg,4
8965,yes tell me the only way to mod plan be to call the 4322 number,2
8966,you guy just rip me off if i could cancelled flight every flight i have book for my employee i would buyer beware,0
8967,be you guy alive ? i 've be on hold for 25 minute and counting,0
8968,be 5 people there ?,2
8969,still no response ? ?,0
8970,if a travel advisory be post for den can i then make change to my ticket ? anything i need to know before i call ?,2
8971,download jeoko the american ap for air traveler,2
8972,has it depart ? i be await an inbound plane yesterday for three hour and it never arrive had to stay overnight again,0
8973,i be reboked thru sfo but arrive 9 hour late flight and miss activity i ask to fly today with stop over was told i 'd have to pay,0
8974,be there any way to manually add gift card to an ex-eu ticket aa metal on long haul ba for intra-eu ?,2
8975,arrive in lax from ord flight aa1657 no luggage,0
8976,i already land ! but if you still care it be 1891 thanks for the help though ! do you k ow what cause the failure ?,2
8977,any last minute flight deal for your cute little frequentflyer ? ? ? E_SMILEY my friday flight be cancelled flightled !,2
8978,thank you !,4
8979,thank you twitter say i ca not dm someone unles they follow me can follow my twitter ?,0
8980,what be dm ?,2
8981,especially during a death in the family and still no solution 96 hour and counting thanks,0
8982,flt 3444 delayed because of maintenance that 's fix but ca not board because flight crew do not stay in boarding area fail,0
8983,cancelled flights my flight do not send an email text or call then put me on way earlier flight i might miss now thanks aa !,0
8984,if i 've book an aa award on usair metal and space open up on aa metal can i change to the aa flight without fee ?,2
8985,that 's call throw `` loyalty '' out the window and try to give less award,0
8986,serve me rubber pasta cover in sauce that taste like plastic do you have any food for human consumption anymore ?,0
8987,made the upgrade list will fly 1st tomorrow for 40 min for the first time ever ! 🙌 statusmatchpaidof,4
8988,well if you wo not let me my reservation/change online amp your reservation call hang up on me wtf do i do ? ? bullshit,0
8989,hv wound vet stuck in chi he 's travel to ny 4 heal need fly ny late flightst am by 9 2 catch intl flt help !,0
8990,thanks for the info ! have a good day,4
8991,what 's go on with your website amp mobile ap ? ? ? help !,0
8992,lauren im screakjmf,2
8993,what can i say other than when it come to my brandloveafair w/ ur my soulandinspiration umosaicmecrazy,4
8994,thank you guy ! brilliant customer service,4
8995,client be ask if kid need their own email address to get tb act is this true ?,2
8996,global first class lounge ord menu yummy !,4
8997,thank you,4
8998,sadly no ! i have the ap but it also be ee_teaseeriencing difficulty the flight information board be keep me update,0
8999,or be anyone even respond to social medium ? awful,0
9000,any deal to orlando in april/may ? ?,2
9001,i fly back to omaha for my grandmother funeral you cancelled flight my return flight and dont bother to notify me thanks a lot,0
9002,i do not like make a scene but this have not be address properly please have them do that,0
9003,i usually do-but i do not make the flight booking problems this time-that 'l teach me ! yea i have that go for me at least haha,2
9004,ua647 head back to gate bc improper load ? if ur pack u to the gill should at least take care to load bag ee_teaseecting comp,0
9005,my father be kind enough to offer to pay for a hotel but i ca not use this coupon if he pay from fl no help ?,2
9006,thank you for reply trying to figure out how to get from there from dfw,4
9007,leaving soon thanks !,4
9008,so i be fly chicago-lax-phx just to go spot at lax and phx airport then i be fly back to chicago E_SMILEY,2
9009,you really should not use the word 'crashing just sayin,2
9010,only at newark can you land 15 minute early but lose all that time wait on tarmac for a gate,0
9011,be the 24/7 phone line open ? on hold for over 2 hour now your check-in agent can not help at the airport itself please help,0
9012,involuntarily bumped your passenger and ca not guarantee them another flight for three day !,0
9013,flight 614 keep tell a few more min to take off it be an hour first time with you not the best lie brokenpromises,0
9014,that 's why i blame your company because it have every opportunity to do a job and manage to fail each time for just lazy reason,0
9015,i hope i can take my selfie stick on the plane today ! goingtovegas,2
9016,denver to phoenix i think we 're finally get ready to take off,2
9017,i do follow you !,2
9018,that 's why i fly y'al that personalize service,4
9019,i ’ m resending the confirmation code in a dm,2
9020,want to ee_teaselain why i be on hold for 2+ hr tonight try to reach customer service only to learn they 're only there mon-fr ?,0
9021,go to customer service kiosk and they be able to help out ! still thanks for follow up !,4
9022,not good enough no info communicate at any point just silence for hour a we sat oh and then seat be broken bad,0
9023,thanks for the cancelled flightation today only airline that 's cancelled flighted lost a customer today,0
9024,our ft 1261 tus/dfw w/cx to lga tomorrow cancelled flighted 4 hr so far wait for call back what should we do ? need to get to nyc,0
9025,if you dm me we can take this ofline would love more info on location of lose bag any help be appreciate,0
9026,your male flight attendant must be play a game call who can be the bigger dick to people flight 952 to chi-mid,0
9027,i 've spent three hour talk to all different people most of which could not help i probably wo not be use jetblue again,0
9028,afteral indeed ! lovesongfriday cheesy 80sweresomuchfun brandloveafair,2
9029,beat ee_teaseectations share take off santa cruz sentinel,2
9030,what 's your current checked bag price policy ? i fly this come week and could not find anything definitive,2
9031,i be blown away by stellar custserv ! thank you lt 3,4
9032,who do i call to use credit fm prev cxl tix that ca not be reboked online ? rep i call quote me 1k high than the website,0
9033,it be this one but look like the problem be now fix,0
9034,be with us airways since 03 back and forth gatwick charlotte then lhr bit sad nostalgic way,2
9035,i try speak to multiple people at your reservation desk after 30 min on hold waivethefe porcustomerservice neptune,0
9036,accord to dca seem to be recover nicely from yesterday 's snow so why be you cancelled flightling flight out there ?,0
9037,dede and lyn s. have be great here in phx richard p. here be a jerk rude to u and our parent for no reason,0
9038,do you have direct flight to and from bos to st lucia or antigua ?,2
9039,if i be a rapid award member do my point apply after i have take my round trip ?,2
9040,well that be not go to help i'veben on hold over 3 hr amp my client want his f nbr in the record he 's elite waa,0
9041,dm do not work what do i do ?,2
9042,great thanks followed,4
9043,here be the photo E_WINK,2
9044,i 'd go to australia to enjoy the land down under ! always be on my bucket list ! flyingitforward,2
